appid,review
339570,"A brutally difficult game that combines the visual aesthetics of Minecraft with the tactical combat of the original X-Com. Default difficulty (which allows achievements) comes with ironman (lack of) saves, so beware!

The plot is short and to the point: the world has been taken over by four boss characters. It’s up to you to stop them.

You start with three characters: two random allies and you, a character who, aside from determining your starting world, and having a blank slate as far as skill points (you have 5 points to assign as you choose), is totally expendable – it’s entirely possible that by the time you get to the second (or even first!) boss that your party will not include any of the original three members.

You’re thrown into combat as soon as you leave your house, and depending on which world you started on (‘platformer’ world - which has giant mushrooms, green pipes, floating treasure boxes, and red brick walls - tends to be the hardest start, with the possibility of spawning living bombs who throw themselves at you, blowing huge chunks out of the area and killing pretty much anything unfortunate enough to be in the blast radius) you may well start losing characters just about immediately.

There are a number of different weapon classes which you can use: various melee weapons, pistols, rifles, bows, crossbows, spells and staffs (which throw out small bomb-like or inferno projectiles), and perhaps my favorite: brute strength, which allows you to rip out chunks of the game world and throw them at your enemies.

And here we come to one of the more fun aspects of ENEMY – the entire world is made up of little cubes, which can (and will) be destroyed in the course of your fighting. Walls will get holes in them, and will eventually buckle; trees will fall down in an explosion of leaf blocks. Trying to get into the boss castle, but the corridor outside the throne room is a deathtrap? Blow a hole in a back wall and go through that way, or if you can make your way up to the roof, toss a bomb and crush everything in a rain of bricks!

Both sounds and music are basic, but serve well enough.

Only two things come to mind as complaints: first that the interface doesn’t seem to have any way to automatically make sure that you hold enough APs in reserve to fire a shot during your interrupt; second is that the game can start to struggle if there are large amounts of bricks falling all at once, as can very well happen in town battles if you (and/or the enemy) use lots of bombs, fire, or staff weapons.

Well worth picking up if any of the above catches your interest."
460950,Feels nice to play.
4000,Excellent game. All the gamemodes are really fun to play. There is also a workshop and you don't need an expensive computer to run it.
374320,This is the game that finally showed me why Dark Souls games are fun
6060,"One of my favorite shooters. Even though there's no online anymore, I still play multiple times a week."
105600,"Terribly fun, if you enjoy a dollhouse version of role playing. Scary monsters, cute bunnies, and talking mushrooms. Just try it."
271590,It was Greeaaaaat to Play!!1
389730,EPIC
319050,"Quick, clever and risky game. Probably one of the most refreshing games in turn-based strategy.

Games are about 20-30 rounds long. You're a wizard with a card and deck mechanic where you can summon creature, or cast powerful spells to hopefully kill all of your opponents. Tricks and dirty plays are totally allowed! Risky moves are always rewarded!

Solid Rating: 9/10.

The game requires that you make smart moves and risky decisions that will lead you to the killing blow of your foe.

Cool things: no need to 'build' a deck. Your wizard's equipments will define your card pool to play for each battle.

A few things I have issues with so far: 
- 'Burning' your hand to get the mega-spell could be abused to the point of only having that spell...
- Not being able to track your opponent's mana % to his mega-spell (although relatively unecessary)
- Map editor? :P
- Could use a 'longer' or custom games."
252950,"Demolition derby meets football.  Great fun, multi-player and terrific graphics.
Lots of fun gameplay."
394360,awesome
589360,"Awesome game with good story, animation, and combat! I defiantly recommend it!"
361420,Atroneer is a great game the development team really love this game and it shows in the content updates and thoughts on where to take it next this is a must have if your into crafting games
359320,"I don't review games often, but I'll try to be very short because my feelings about this game are immense. I don't have nearly the hours that many long term players do, but this game finally got off my wishlist when it was on sale and I'm extremely glad that albeit late, I gave it a try. This game has so many levels of detail that it is staggering. The galaxy is stunning in every single aspect both in terms of size, density and accuracy to our own galaxy. The graphics are still incredible by my standards and I am extremely excited to see that the future of this game is bright with the Odyssey expansion announced. If you like exploration, decisions that are the small changes actually affecting the world around you, thrilling space combat, or just space in general, I really do recommend you play this game. It has many many routes and possibilities you can take that I believe just about any style of gamer will find enjoyable."
